ingredient,calories,carbs,fiber,sugar,protein,total fat,trans fats,saturated fats,sodium,cholesterol,CO2 Emission
"1 1 1/2-pound skirt steak , cut it in half crosswise",1313,0.0,0.0,0.0,135.39051855945002,86.21883768960001,4.6140549857325,33.881308873335,437.8300351425,437.8300351425,G
"1 large head of broccoli, cut into large florets with some stalk attached",258,50.464,19.76,12.92,21.432,2.8120000000000003,0.0,0.8664000000000001,250.8,0.0,C
"3 cups chicken broth, divided",259,25.416,0.0,11.376,18.144,8.64,0.0,2.3112,1029.6,21.6,G
1 cup chopped fennel plus 2 tablespoons chopped fronds,30,7.144874999986578,3.0341249999943005,3.8464874999927745,1.2136499999977202,0.1957499999996323,0.0,0.0880874999998345,50.89499999990439,0.0,A
4 cups 1/4- to 1/3-inch cubes cored peeled fresh pineapple ,330,86.46000000000001,9.24,65.01,3.5640000000000005,0.792,0.0,0.0594,6.6000000000000005,0.0,D
"1 small tomato, chopped",16,3.588525,1.107,2.4261749999999997,0.8118,0.1845,0.0,0.02583,4.6125,0.0,B
A 1 1/2-inch-diameter cookie cutter,78,9.312,0.0,0.0,0.912,4.544,0.0,2.256,54.56,11.2,A+
"""Dai Dues Master Brined Chicken",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Two 1 quart canning jars with lids,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"4 cardamom pods, cracked",3,0.685,0.28,0.0,0.108,0.067,0.0,0.0068,0.18,0.0,A+
"2 bunches green and/or white asparagus , trimmed, ends peeled if thick",90,17.5764,9.513000000000002,8.5164,9.966,0.5436,0.0,0.1812,9.06,0.0,B
1 1/2 cups skim or low-fat milk,153,18.2634,0.0,19.032,12.3342,3.5502,0.0,2.31678,161.04000000000002,18.3,D
5 whole black peppercorns,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cooked sushi rice 1 1/4 cups ,256,55.695,0.79,0.09875,5.31275,0.553,0.0,0.152075,1.975,0.0,A
"1-2 teaspoons agave nectar, light-colored honey, or sugar",32,8.72925000044276,0.0211875000010746,8.697468750441145,0.0317812500016119,0.0,0.0,0.0,0.4237500000214931,0.0,A+
1/4 cup purified water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365882365,0.0,A+
"1 small clove of garlic, peeled and finely chopped or grated",3,0.74475,0.04725,0.0225,0.1431,0.01125,0.0,0.0020025,0.3825,0.0,A+
"3 pounds small carrots , peeled, trimmed",557,130.36244713800002,38.10175908,64.500835014,12.655227123,3.265865064,0.0,0.4354486752,938.9362059,0.0,B
2 tablespoons chopped fresh dill plus small sprigs for serving,0,0.0886275,0.0265125,0.0,0.0436825,0.01414,0.0,0.0007575,0.7701250000000001,0.0,A+
4 cups stock,345,33.888,0.0,15.168,24.192,11.52,0.0,3.0816,1372.8,28.799999999999997,G
Fresh mint sprigs ,0,0.1682,0.136,0.0,0.0658,0.0146,0.0,0.00382,0.6,0.0,A+
3 tablespoons chilled heavy whipping cream,153,1.278,0.0,1.314,1.278,16.245,0.558,10.35,12.15,50.85,D
"10 prunes, pits removed, coarsely chopped",180,47.816,6.536,0.0,1.4964,0.344,0.0,0.02752,5.16,0.0,B
2 tablespoons plus 2 teaspoons sugar,129,33.4,0.0,33.3332,0.0,0.0,0.0,0.0,0.334,0.0,A
1 1/2 ounces sweet or dry vermouth,35,1.1566605435,0.0,0.33594184903125,0.02976699928125,0.0,0.0,0.0,2.1262142343750003,0.0,A
"Sliced almonds, toasted",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"5 1/2 ounces bittersweet chocolate, chopped",748,99.6343990228125,9.1994202540625,84.97769556718751,6.548739841875001,46.77671315625,0.0,27.754183139375005,17.151461490625003,0.0,F
2 pounds chicken thighs with skin and bone,2004,2.2679618500000003,0.0,0.0,149.68548210000003,150.59266684000002,0.7711070290000002,41.004750248,734.8196394000001,889.0410452000001,E
2 tablespoons finely grated Pecorino Romano cheese plus additional for passing,219,2.0582100000000003,0.0,0.41391,18.030600000000003,15.2523,0.0,9.695700000000002,810.8100000000001,58.968,E
"1/3 cup olive oil, plus more for serving",636,0.0,0.0,0.0,0.0,72.0,0.0,9.936,1.44,0.0,B
"2 medium fennel bulbs, chopped",145,34.163999999999994,14.508,18.3924,5.8031999999999995,0.936,0.0,0.4211999999999999,243.36,0.0,B
1 1/2 teaspoons grapeseed or vegetable oil,61,0.0,0.0,0.0,0.0,7.000000000473397,0.0536900000036309,0.4557000000308181,0.0,0.0,A+
1/2 teaspoon coarse sea salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.708333381098,0.0,A+
2 tablespoon fresh orange juice,13,3.223999999945492,0.0619999999989517,2.6039999999559744,0.2169999999963311,0.0619999999989517,0.0,0.0074399999998742,0.3099999999947588,0.0,A+
use an instant-read thermometer to make sure you get to 105° to 110°F.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup chopped smoked almonds,413,15.444,8.9375,3.1102499999999997,15.158,35.6785,0.0107249999999999,2.7169999999999996,0.715,0.0,A+
2/3 cup sorrel or spinach leaves,16,3.3733333333333326,1.2833333333333332,0.2603333333333333,0.99,0.2566666666666666,0.0,0.0623333333333333,27.866666666666664,0.0,A+
"2 large red bell peppers , cut lengthwise into 1 1/2"" strips",85,19.7784,6.888000000000001,13.776000000000002,3.2472000000000003,0.984,0.0,0.19352,13.12,0.0,D
"1 small leek, halved lengthwise, thinly sliced",40,9.4785,1.2015,2.60325,1.00125,0.2002499999999999,0.0,0.0267,13.35,0.0,A+
1 cup freshly grated Parmesan cheese ,582,4.788341250000001,0.0,0.163576875,53.2368375,37.1765625,0.0,22.008525,1754.73375,101.12025,E
1 cup dried garbanzo beans ,756,126.0,24.4,21.4,41.0,12.08,0.0,1.206,48.0,0.0,A
3/4 lb ground pork ,894,0.0,0.0,0.0,57.4928328975,72.12118683,0.0,26.77328963925,190.5087954,244.93987980000003,E
2 large Fuyu persimmons,63,16.75,0.0,0.0,0.4,0.2,0.0,0.0,0.5,0.0,A
Juice of 1/2 lemon,12,3.9144,1.176,1.05,0.462,0.126,0.0,0.01638,0.84,0.0,A+
5 whole cloves,2,0.4912499999999999,0.25425,0.0178499999999999,0.0447749999999999,0.0975,0.001905,0.029625,2.0775,0.0,A+
Accompaniment: jasmine rice,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
available at better supermarkets and at specialty foods stores and Italian markets.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5 cups low-sodium chicken broth,192,14.4,0.0,1.56,24.0,7.199999999999999,0.0,2.1479999999999997,360.0,0.0,G
2/3 cup sorghum syrup,638,164.78000000000003,0.0,164.78000000000003,0.0,0.0,0.0,0.0,17.6,0.0,D
2 tablespoons plus 2 teaspoons Dijon mustard,24,2.3975875,1.645,0.3783500000000001,1.5380750000000003,1.3735750000000002,0.0037012499999999,0.0880075,452.37500000000006,0.0,A+
"1 cup plus 1 tablespoon cold vegan cream cheese, cut into 1-inch chunks",740,24.67741935481417,16.451612903209444,8.225806451604722,16.451612903209444,74.0322580644425,0.0,24.67741935481417,987.0967741925668,0.0,A
"1 large fennel bulb , stalks discarded and bulb cut into 1/4-inch dice",90,21.352500000000003,9.0675,11.495250000000002,3.627,0.5850000000000001,0.0,0.26325,152.10000000000002,0.0,B
"1 lb. large shrimp , peeled, deveined",385,0.0,0.0,0.0,91.17206637000002,2.3133210870000003,0.0181436948,0.4581282937000001,539.7749203000001,730.2837157000001,G
"1 large carrot, cut into julienne",29,6.8976,2.016,3.4128,0.6696,0.1727999999999999,0.0,0.0230399999999999,49.68,0.0,A+
8 3/4 Tbsp unsalted butter,890,0.0745499999999999,0.0,0.0745499999999999,1.056125,100.76675,0.0,62.74625,13.6675,267.1375,E
6 sprigs fresh marjoram or thyme,11,2.4724800000000005,1.64424,0.166872,0.51816,0.287232,0.0,0.0215832,3.1416000000000004,0.0,A+
"1 fresh red chile, seeded and finely chopped",18,3.9645,0.675,2.385,0.8415,0.198,0.0,0.0189,4.05,0.0,A
Six slices of bacon,683,0.0,0.0,0.609,23.837999999999997,64.554,0.25578,21.924,1306.74,114.84,D
"6 ounces thick-cut bacon, finely chopped, divided",668,0.0,0.0,0.595339985625,23.30330800875,63.106038476250006,0.2500427939625,21.4322394825,1277.4295120125,112.264111575,D
"1 fresh red Thai chile with seeds, thinly sliced",18,3.9645,0.675,2.385,0.8415,0.198,0.0,0.0189,4.05,0.0,A
1 bottle light rum,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.050223733334264,0.0,E
"5 scallions, 3 halved crosswise and 2 finely chopped",22,5.097222222222222,1.805555555555556,1.6180555555555558,1.2708333333333337,0.1319444444444444,0.0,0.0222222222222222,11.111111111111112,0.0,A+
8 ounces grated yellow sharp cheddar ,929,4.8307587405,0.0,0.6123496995000001,54.884676770000006,76.65711053,2.676194983,43.99845989,1460.5674314000005,224.52822315000003,E
2 cups unseasoned sev* ,712,106.352,19.872000000000003,19.872000000000003,41.216,12.3096,0.0,1.27512,117.76,0.0,A
"1 1/2 teaspoons dried oregano, crumbled",3,1.0335,0.6375,0.0613499999999999,0.135,0.0642,0.0,0.02325,0.375,0.0,A+
Fresh rosemary sprigs,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"2 jalapeños, seeded and cut into rings",8,1.8200000000000005,0.784,1.1536000000000002,0.2548,0.1036,0.0,0.02576,0.8400000000000001,0.0,A
"8 tablespoons vegetable shortening or lard, chilled and cubed",905,0.0,0.0,0.0,0.0,102.4,13.5168,25.6,4.096,0.0,D
"2 green onions, white and light green parts only, thinly sliced",8,2.038888888888889,0.7222222222222224,0.6472222222222224,0.5083333333333335,0.0527777777777777,0.0,0.0088888888888888,4.4444444444444455,0.0,A+
"2 pints premium banana ice cream, slightly softened",1092,124.60800000000002,3.696,111.936,18.48,58.080000000000005,0.0,35.8512,422.4,232.32,C
6 oz. graham crackers,731,132.16547680875,5.7833027175,42.18409041,11.379498582375,18.0302967075,0.0935534263125,2.772583361625,877.7012359500001,0.0,A
"2 tablespoons or more vegetable oil, for frying",247,0.0,0.0,0.0,0.0,28.000000000000004,0.21476,1.8228,0.0,0.0,A
3 Tbsp. pure maple syrup,156,40.2,0.0,36.3,0.024,0.036,0.0,0.0042,7.199999999999999,0.0,B
1 1/2 tablespoons drained bottled capers,2,0.6308099999999999,0.4127999999999999,0.0528899999999999,0.3044399999999999,0.1109399999999999,0.0,0.0300569999999999,303.1499999999999,0.0,A+
"2/3 cup plus 1 1/2 tablespoons sugar, divided",588,152.08333333333331,0.0,151.77916666666667,0.0,0.0,0.0,0.0,1.5208333333333333,0.0,C
"1 pound asparagus, trimmed, thinly sliced crosswise ",90,17.599383956,9.525439770000002,8.527536556000001,9.979032140000005,0.5443108440000001,0.0,0.181436948,9.0718474,0.0,B
"3 plum tomatoes, chopped",33,7.2354,2.232,4.8918,1.6368,0.372,0.0,0.05208,9.3,0.0,C
"1 cup peeled, julienned carrots",50,11.6876,3.416,5.7828,1.1346,0.2928,0.0,0.03904,84.17999999999999,0.0,A
1/2 cup finely chopped crystallized ginger,362,93.0375,1.8,90.7875,0.3825,0.07875,0.0,0.01125,110.25,0.0,A
"½ small red onion, very thinly sliced crosswise",14,3.269,0.5950000000000001,1.4840000000000002,0.385,0.035,0.0,0.0147,1.4,0.0,A+
1/4 cup plus 2 tablespoons Sambuca,321,33.616799999810546,0.0,33.616799999810546,0.1043999999994116,0.3131999999982349,0.0,0.1106639999993763,8.35199999995293,0.0,B
Accompaniment: sour cream or whipped cream,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 jar marinated artichoke hearts, drained and sliced",40,2.727272727272727,1.3636363636363635,0.6993006990909091,1.048951049090909,4.090909090909091,0.4545454545454545,0.0,143.1818181818182,0.0,A+
1 and freshly ground black pepper,23,5.395804444444444,1.976911111111111,2.7909333333333333,1.0000844444444443,0.1976911111111111,0.0,0.0674475555555555,3.4886666666666666,0.0,B
2 tablespoons Asian sesame oil,240,0.0,0.0,0.0,0.0,27.200000000000003,0.0,3.8624,0.0,0.0,A
"1 large rib celery, chopped",7,1.485,0.8,0.67,0.345,0.085,0.0,0.021,40.0,0.0,A
"3 teaspoons ground cumin, divided",23,2.7846000000000006,0.6615000000000002,0.14175,1.1214000000000004,1.4049000000000005,0.0,0.09702,10.584000000000003,0.0,A+
2 tablespoons finely chopped pitted Kalamata olives,19,1.01472,0.2688,0.0,0.14112,1.8312,0.0,0.38304,123.48,0.0,A
1 tablespoon butter ,101,0.0085199999999999,0.0,0.0085199999999999,0.1206999999999999,11.516199999999998,0.0,7.170999999999999,1.5619999999999998,30.53,C
large baking sheet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1 1/4 pounds ground sirloin,1213,0.0,0.0,0.0,112.8311020375,81.0796361375,0.0,32.65865064,289.165135875,442.25256075,G
¾ cup shredded mozzarella cheese,619,4.814184375000001,0.0,1.968553125,42.09975000000001,47.9469375,0.0,30.405375000000003,1383.834375,173.4665625,E
"1 to 2 tablespoons capers, rinsed",2,0.6308099999999999,0.4127999999999999,0.0528899999999999,0.3044399999999999,0.1109399999999999,0.0,0.0300569999999999,303.1499999999999,0.0,A+
1 cup sliced leeks ,54,12.638,1.602,3.471,1.335,0.267,0.0,0.0356,17.8,0.0,A+
"1/4 cup extra-virgin olive oil, plus additional for brushing",477,0.0,0.0,0.0,0.0,54.0,0.0,7.452000000000001,1.08,0.0,C
"3 1/2 cups fresh corn kernels , divided, corn cobs reserved",557,127.8165,12.831,16.5816,17.864700000000003,7.007700000000001,0.0,0.7402500000000001,19.74,0.0,A+
toasted 10 minutes in a cast-iron skillet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6 lemon wedges,12,3.9144,1.176,1.05,0.462,0.126,0.0,0.01638,0.84,0.0,A+
"4 pounds any combination of apples , rinsed, halved or quartered",943,250.38298824000003,43.54486752,188.69442592000004,4.7173606480000005,3.0844281160000007,0.0,0.5080234544000001,18.1436948,0.0,C
"1 1/2 cups Medjool dates, pitted",934,253.125,22.6125,224.4375,6.108750000000001,0.50625,0.0,0.0,3.375,0.0,B
4 6-to 8-ounce mahi-mahi fillets,693,0.0,0.0,0.0,150.96,5.712,0.0,1.53408,718.08,595.6800000000001,G
3 tablespoons matzoh meal,331,70.30799999999999,2.52,0.2435999999999999,8.4,1.176,0.0,0.18984,0.0,0.0,A
"2 jars peeled cooked whole chestnuts, chopped ",58,13.26,0.0,0.0,0.4889999999999999,0.375,0.0,0.0705,0.6,0.0,A+
"8 to 10 ounces green beans or slender asparagus, cut into 1- to 2-inch lengths",51,9.89965347525,5.358059870625,4.79673931275,5.613205578750001,0.30617484975,0.0,0.10205828325,5.1029141625,0.0,A
1/2 teaspoon finely chopped fresh jalapeño chile,0,0.0609375000030908,0.0262500000013314,0.0386250000019591,0.0085312500004327,0.0034687500001759,0.0,0.0008625000000437,0.0281250000014265,0.0,A+
1 teaspoon pomegranate molasses or 1/2 teaspoon honey,20,5.24456250026601,0.0,5.24456250026601,0.0,0.0070208333336894,0.0,0.001263750000064,2.597708333465092,0.0,A+
"4 cloves of garlic, thinly sliced",17,3.972,0.252,0.12,0.7632,0.06,0.0,0.0106799999999999,2.04,0.0,A+
"1 medium ripe tomato, cut into thin wedges",22,4.7847,1.476,3.2348999999999997,1.0824,0.246,0.0,0.03444,6.15,0.0,B
"soy sauce, 2 tbsp",16,1.5776,0.256,0.128,2.6048000000000004,0.1823999999999999,0.0,0.02336,1756.8,0.0,A
16 ounces distilled or tap water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1436948,0.0,A+
8 lime slices,16,5.880000000000001,1.568,0.9464,0.392,0.112,0.0,0.01232,1.12,0.0,A+
"2 cups organic chicken broth, homemade or store-bought",172,16.944,0.0,7.584,12.096,5.76,0.0,1.5408,686.4,14.4,F
3 to 4 tablespoons chopped cilantro,0,0.12845,0.098,0.03045,0.07455,0.0182,0.0,0.00049,1.61,0.0,A+
1/4 cup plus 2 Tbsp. dark brown sugar,206,53.34187499969938,0.0,52.74374999970276,0.0652499999996322,0.0,0.0,0.0,15.224999999914196,0.0,B
3 1/2 tablespoons kosher salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19775.87499966565,0.0,A+
8 long thin breadsticks ,98,16.416,0.72,0.3024,2.88,2.28,0.0,0.3384,171.12,0.0,A+
2 teaspoons seasoned salt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4656.0,0.0,A+
2 3/4 cups powdered sugar,1283,329.34000000000003,0.0,322.74,0.0,0.0,0.0,0.0,6.6000000000000005,0.0,C
"1/8 teaspoon fine sea salt, plus additional to taste",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,A+
"1/2 yellow bell pepper, diced",25,5.8776,0.8370000000000001,0.0,0.93,0.1953,0.0,0.02883,1.86,0.0,B
A large pinch of saffron,0,0.0357656250459564,0.0021328125027405,0.0,0.0062343750080107,0.0031992187541107,0.0,0.0008695312511172,0.0809375001039992,0.0,A+
1/2 cup cola-flavored soda,28,7.40357145916,0.0,6.946656484170001,0.05421025127,0.01548864322,0.0,0.0,3.097728644,0.0,B
leftover sliced turkey,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4 tablespoons nonhydrogenated margarine ,401,0.392,0.0,0.0,0.0896,45.19200000000001,8.344000000000001,8.512,366.24,0.0,C
4 fresh marjoram sprigs,7,1.6483200000000002,1.09616,0.111248,0.34544,0.191488,0.0,0.0143888,2.0944000000000003,0.0,A+
2 cups organic plain whole-milk kefir,298,22.834000000000003,0.0,22.834000000000003,17.003000000000004,15.925,0.0,10.29,225.4,63.7,G
About 1/3 cup heavy cream,269,2.2530666666666668,0.0,2.316533333333333,2.2530666666666668,28.639333333333333,0.9837333333333332,18.246666666666663,21.42,89.64666666666666,E
1 teaspoon finely grated blood orange peel or regular orange peel,1,0.5,0.212,0.0,0.03,0.004,0.0,0.00048,0.06,0.0,A+
"1 medium tomato, cored, seeded, and diced",22,4.7847,1.476,3.2348999999999997,1.0824,0.246,0.0,0.03444,6.15,0.0,B
1 1/4-ounce package active dry yeast ,115,14.600004409375002,9.532527150781249,0.0,14.316509178125,2.6967483872656253,0.0,0.3543690390625,18.0728209921875,0.0,A
1 1/2 ounces white rum,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425242846875,0.0,A
12 large egg yolks,656,7.3236,0.0,1.1424,32.436,54.06,0.0,19.482000000000003,97.92,2203.2,B
"cut or broken into 3/4"" pieces",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6 matzos ,663,140.616,5.04,0.4871999999999999,16.8,2.352,0.0,0.37968,0.0,0.0,A
bottled ginger juice is available at natural foods stores.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
scant 1/2 cup / 100 g light muscovado sugar,380,98.1,0.0,97.0,0.12,0.0,0.0,0.0,28.0,0.0,C
"4 ounces Parmesan cheese, grated",444,3.651418578500001,0.0,0.12473790175,40.596517115000005,28.349523125000005,0.0,16.78291769,1338.0974915000002,77.1107029,E
2 pounds salmon fillets,1886,0.0,0.0,0.0,185.06568696,121.56275516000002,0.0,27.66913457,535.2389966000001,498.9516070000001,F
"3 medium bunches green Swiss chard, divided",258,50.8266,21.744,14.949000000000002,24.462,2.718,0.0,0.4077,2894.67,0.0,D
1/4 cup sweet passover wine,48,1.6048,0.0,0.4661,0.0413,0.0,0.0,0.0,2.9499999999999997,0.0,A
Candied Kumquatsepi:recipelink</epi:recipelink>,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3/4 cup leftover gravy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kitchen twine; a medium roasting pan ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 teaspoon finely grated lemon, lime, or orange zest",1,0.5,0.212,0.0,0.03,0.004,0.0,0.00048,0.06,0.0,A+
3/4 cup bread crumbs,319,58.32000000000001,3.645000000000001,5.022,10.854,4.293,0.0,0.972,592.9200000000001,0.0,A
"6 ounces dried calimyrna figs, stems trimmed and figs coarsely chopped ",125,32.65865064,4.93281702375,27.725833616250004,1.275728540625,0.51029141625,0.0,0.10205828325,1.7009713875,0.0,B
"Turbinado sugar, for sprinkling",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"1 1/2 pounds sweet Italian sausages, casings removed, broken into pieces",1013,14.288159655,0.0,0.0,109.542557355,57.288716331,0.0,22.180666893,3878.2147635,204.1165665,F
2 cups dried apricots or dried prunes,626,162.76000000000002,18.98,138.84,8.814,1.326,0.0,0.0442,26.0,0.0,C
1 teaspoons ground turmeric,9,2.013,0.6809999999999999,0.0963,0.2904,0.0975,0.00168,0.0552,0.8099999999999999,0.0,A+
1/4 cup chopped fresh chives plus more for serving,3,0.5219999999999999,0.3,0.222,0.3923999999999999,0.0876,0.0,0.0175199999999999,0.36,0.0,A+
3/4 cup unsalted butter or unsalted pareve margarine,1220,0.10215,0.0,0.10215,1.447125,138.07275,0.0,85.97625000000001,18.727500000000003,366.0375,E
2 pound chayotes ,172,40.914031774,15.42214058,15.059266684,7.438914868,1.179340162,0.0,0.2540117272,18.1436948,0.0,C
"3/4 lb cherry tomatoes, halved",61,13.23355739475,4.08233133,8.94710949825,2.993709642,0.6803885550000001,0.0,0.0952543977,17.009713875000003,0.0,D
1/4 teaspoon Tabasco sauce,0,0.0094,0.00705,0.0015275,0.0151575,0.00893,0.0,0.0012454999999999,7.43775,0.0,A+
3 thyme sprigs,9,2.1959999999999997,1.26,0.0,0.5004,0.1512,0.0,0.04203,0.8099999999999999,0.0,A+
4 fresh parsley stems ,2,0.5064,0.264,0.068,0.2376,0.0632,0.0,0.01056,4.48,0.0,A+
"10 celery stalks, cut into 1"" pieces",56,11.88,6.4,5.36,2.76,0.68,0.0,0.168,320.0,0.0,B
Zest from half a lemon,8,2.6096000000000004,0.784,0.7000000000000001,0.308,0.084,0.0,0.01092,0.56,0.0,A+
1 can pure pumpkin ,156,37.16343750000001,13.321875000000002,15.159375000000002,5.053125000000001,1.2862500000000003,0.0,0.6706875000000001,22.968750000000004,0.0,B
2 teaspoons whole coriander,10,1.98,1.5084000000000002,0.0,0.4464000000000001,0.6408000000000001,0.0,0.03564,1.2600000000000002,0.0,A+
"1 cup dried black-eyed peas, sorted, soaked overnight, drained, and rinsed",130,27.26,7.25,4.35,4.2775,0.5075,0.0,0.1305,5.8,0.0,A
"1/4 cup fresh mint leaves, plus more",10,1.91748,1.5504,0.0,0.75012,0.16644,0.0,0.043548,6.84,0.0,A+
1 lime wheel,2,0.7350000000000001,0.196,0.1183,0.049,0.014,0.0,0.00154,0.14,0.0,A+
"""1/2 teaspoon hot red-pepper flakes "", 1/4 teaspoon ground cinnamon",3,1.0478,0.6903,0.02821,0.05187,0.01612,0.0,0.004485,0.13,0.0,A+
4 tablespoons canola oil,495,0.0,0.0,0.0,0.0,56.00000000000001,0.2212,4.121600000000001,0.0,0.0,B
1 cup cooked oatmeal,166,28.08,3.978,0.6318,5.9436,3.5568,0.00234,0.7253999999999999,9.36,0.0,A+
"6 ounces green beans, preferably haricots verts, trimmed",52,11.855770570875,4.592622746250001,5.54516672325,3.1127776391250004,0.37421370525,0.0,0.085048569375,10.205828325,0.0,A
1 cup golden raisins ,436,116.0,4.784999999999999,95.265,4.755999999999999,0.29,0.0,0.09425,34.8,0.0,B
4 teaspoons finely chopped rind from preserved lemon,5,1.6465333334168477,0.4946666666917567,0.4416666666890685,0.1943333333431901,0.0530000000026882,0.0,0.0068900000003494,0.3533333333512548,0.0,A+
4 1/2 cups all-purpose flour,2047,429.1875,15.187500000000002,1.51875,57.93750000000001,5.5125,0.0,0.871875,11.25,0.0,B
"8 ripe fresh figs, stemmed, quartered lengthwise",304,79.12106666666668,11.95057777777778,67.1704888888889,3.0906666666666673,1.2362666666666668,0.0,0.2472533333333333,4.1208888888888895,0.0,D
"3 oz Swiss cheese, cut into 1/4-inch dice ",334,1.224699399,0.0,0.0,22.96311373125,26.365056506250003,0.8394293797312501,15.47883962625,159.04082473125,79.09516951875,E
Accompaniment: fresh-cut lemon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"16 ounces raclette, ideally in a wheel shape ",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
or a 17- by 12-inch heavy roasting pan and heavy-duty foil,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup shredded sweetened coconut,232,22.1805,2.0925,20.088,1.3392,16.5075,0.0,14.6475,121.83,0.0,A+
3 oz. Grand Marnier,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85048569375,0.0,B
1/2 Tbs. Dijon mustard,4,0.453646875,0.31125,0.0715875,0.29101875,0.25989375,0.0007003125,0.016651875,85.59375000000001,0.0,A+
"""1/2 teaspoon fast-acting yeast from 1 package such as Fleischmanns Rapid Rise yeast"", 1/4 cup plus 1 tablespoon warm water ",6,0.8240000000000001,0.538,0.0,0.8079999999999999,0.1522,0.0,0.02,1.02,0.0,A+
5 tablespoons olive oil plus more for frying pita,596,0.0,0.0,0.0,0.0,67.5,0.0,9.315,1.35,0.0,C
2 cups unfiltered apple cider vinegar,100,4.4454,0.0,1.912,0.0,0.0,0.0,0.0,23.9,0.0,D
"3 tablespoons plus 1 teaspoon sugar, divided",161,41.7,0.0,41.6166,0.0,0.0,0.0,0.0,0.417,0.0,A
Ingredient info: To ripen avocados more quickly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1/2 cup natural rice vinegar ,21,0.0475999999999999,0.0,0.0475999999999999,0.0,0.0,0.0,0.0,2.38,0.0,C
12 ounces spinach linguine,1262,254.12512529250003,10.88621688,9.08318720925,44.225256075,5.13693359025,0.0,0.942338148675,20.41165665,0.0,B
3 cups unseasoned rice vinegar,128,0.2856,0.0,0.2856,0.0,0.0,0.0,0.0,14.28,0.0,E
4 cups sliced red cabbage,110,26.2372,7.476000000000001,13.6348,5.0908,0.5696,0.0,0.07476,96.12,0.0,B
3 6-ounce containers fresh blackberries ,219,49.039005101625,27.04544506125,24.902221113,7.093050685875,2.500427939625,0.0,0.071440798275,5.1029141625,0.0,D
8 lime wedges,20,7.035,1.876,1.1323,0.469,0.134,0.0,0.01474,1.34,0.0,A+
4 ounces Gorgonzola Dolce,400,2.6535153645,0.0,0.5669904625000001,24.267191795,32.545252547500006,0.0,21.2054432975,1304.0780637500002,85.04856937500001,E
"1 pound Italian sausages , casings discarded",1315,13.471693389000002,0.0,5.397749203,63.04933943000001,110.22294591000002,0.5216312255000001,39.099662294,2553.7250431,312.97873530000004,E
"1/3 cup dry white wine, or more if needed",64,2.0384,0.0,0.7526399999999999,0.05488,0.0,0.0,0.0,3.919999999999999,0.0,A
3 Tbsp. white or black sesame seeds,154,6.318,3.1860000000000004,0.081,4.779,13.419000000000002,0.0,1.8792,2.97,0.0,A+
3/4 cup skin-on almonds,620,23.166,13.40625,4.665375,22.737,53.51775,0.0160875,4.0755,1.0725,0.0,A+
1/3 cup fresh ricotta,123,6.009866666666666,0.0,0.2231999999999999,6.233066666666666,8.431999999999999,0.2752799999999999,5.307199999999999,90.93333333333332,40.50666666666666,E
3/4 pound ground chicken,486,0.136077711,0.0,0.0,59.193804285,27.5557364775,0.221126280375,7.8244683825,204.1165665,292.56707865000004,E
